id_cliente,idade,renda_mensal,estado,canal_aquisicao,id_pedido,sku_produto,data_compra,quantidade,categoria,linha,custo_producao,preco_venda,Lucro
CLI06374,64,10079.03,SP,Google,PED021296,SKU023,2025-10-15,3,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI06374,64,10079.03,SP,Google,PED022411,SKU038,2025-02-15,2,Queijo,Fancy,41.12,86.83,45.71
CLI06374,64,10079.03,SP,Google,PED022487,SKU022,2025-04-09,3,Vinho,Padrão,24.91,33.34,8.430000000000003
CLI06374,64,10079.03,SP,Google,PED027160,SKU016,2025-08-28,1,Vinho,Fancy,44.92,112.37,67.45
CLI06374,64,10079.03,SP,Google,PED042255,SKU035,2025-02-24,2,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06375,65,10079.87,BA,Google,PED000835,SKU040,2025-01-02,5,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI06375,65,10079.87,BA,Google,PED004289,SKU033,2025-08-02,5,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI06375,65,10079.87,BA,Google,PED024456,SKU033,2025-10-17,3,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI06375,65,10079.87,BA,Google,PED026496,SKU008,2025-04-15,2,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06375,65,10079.87,BA,Google,PED040955,SKU003,2025-08-17,4,Café,Padrão,28.73,37.16,8.429999999999996
CLI06375,65,10079.87,BA,Google,PED048897,SKU014,2025-04-01,2,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI06376,59,6596.92,BA,Orgânico,PED016280,SKU026,2025-02-18,3,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI06376,59,6596.92,BA,Orgânico,PED025538,SKU013,2025-09-23,3,Café,Padrão,13.05,16.27,3.219999999999999
CLI06376,59,6596.92,BA,Orgânico,PED045302,SKU034,2025-09-16,4,Café,Padrão,28.01,34.38,6.370000000000001
CLI06377,29,5485.14,SC,TikTok,PED006571,SKU048,2025-12-03,1,Chocolate,Fancy,32.15,97.58,65.43
CLI06377,29,5485.14,SC,TikTok,PED007104,SKU020,2025-01-12,4,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI06377,29,5485.14,SC,TikTok,PED040440,SKU045,2025-03-13,1,Queijo,Fancy,23.07,70.64,47.57
CLI06377,29,5485.14,SC,TikTok,PED049796,SKU005,2025-06-03,5,Café,Padrão,8.25,10.54,2.289999999999999
CLI06378,30,3976.86,RJ,Google,PED004768,SKU026,2025-10-31,3,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI06378,30,3976.86,RJ,Google,PED036520,SKU005,2025-04-22,3,Café,Padrão,8.25,10.54,2.289999999999999
CLI06378,30,3976.86,RJ,Google,PED041902,SKU041,2025-03-28,2,Café,Fancy,28.04,86.55,58.51
CLI06378,30,3976.86,RJ,Google,PED044518,SKU012,2025-03-10,4,Café,Padrão,21.24,29.1,7.860000000000003
CLI06379,21,2557.41,PE,TikTok,PED009401,SKU049,2025-05-21,1,Café,Fancy,31.37,77.62,46.25
CLI06379,21,2557.41,PE,TikTok,PED025204,SKU039,2025-02-12,2,Queijo,Fancy,37.03,128.84,91.81
CLI06379,21,2557.41,PE,TikTok,PED027579,SKU001,2025-10-01,1,Chocolate,Fancy,36.19,101.34,65.15
CLI06379,21,2557.41,PE,TikTok,PED030947,SKU008,2025-02-12,2,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06379,21,2557.41,PE,TikTok,PED034745,SKU031,2025-10-15,5,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI06379,21,2557.41,PE,TikTok,PED040421,SKU045,2025-05-17,1,Queijo,Fancy,23.07,70.64,47.57
CLI06379,21,2557.41,PE,TikTok,PED044527,SKU008,2025-02-25,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06380,56,3854.96,RS,Orgânico,PED035879,SKU023,2025-03-14,5,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI06381,19,2961.61,RS,TikTok,PED005468,SKU039,2025-12-23,1,Queijo,Fancy,37.03,128.84,91.81
CLI06381,19,2961.61,RS,TikTok,PED025304,SKU006,2025-12-22,4,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI06381,19,2961.61,RS,TikTok,PED030615,SKU011,2025-08-16,1,Queijo,Fancy,29.61,95.33,65.72
CLI06381,19,2961.61,RS,TikTok,PED031115,SKU015,2025-09-26,2,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06381,19,2961.61,RS,TikTok,PED032791,SKU012,2025-02-28,4,Café,Padrão,21.24,29.1,7.860000000000003
CLI06381,19,2961.61,RS,TikTok,PED043352,SKU030,2025-10-28,4,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI06382,43,3730.05,PR,Orgânico,PED022887,SKU007,2025-05-10,2,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI06382,43,3730.05,PR,Orgânico,PED047729,SKU011,2025-10-24,2,Queijo,Fancy,29.61,95.33,65.72
CLI06383,44,4534.37,BA,Google,PED002199,SKU040,2025-06-18,2,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI06383,44,4534.37,BA,Google,PED006340,SKU011,2025-07-29,2,Queijo,Fancy,29.61,95.33,65.72
CLI06383,44,4534.37,BA,Google,PED018271,SKU042,2025-12-24,2,Café,Padrão,22.14,29.93,7.789999999999999
CLI06383,44,4534.37,BA,Google,PED022634,SKU030,2025-11-18,3,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI06383,44,4534.37,BA,Google,PED029641,SKU004,2025-12-25,5,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI06383,44,4534.37,BA,Google,PED038287,SKU033,2025-09-14,4,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI06383,44,4534.37,BA,Google,PED042063,SKU019,2025-10-07,4,Queijo,Padrão,6.62,8.72,2.1000000000000005
CLI06383,44,4534.37,BA,Google,PED048074,SKU043,2025-01-17,4,Chocolate,Padrão,12.3,17.05,4.75
CLI06384,44,7318.92,RJ,Google,PED015832,SKU024,2025-10-08,4,Café,Padrão,22.37,29.42,7.050000000000001
CLI06384,44,7318.92,RJ,Google,PED020649,SKU035,2025-03-23,2,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06384,44,7318.92,RJ,Google,PED036539,SKU003,2025-07-27,3,Café,Padrão,28.73,37.16,8.429999999999996
CLI06384,44,7318.92,RJ,Google,PED045189,SKU003,2025-04-26,4,Café,Padrão,28.73,37.16,8.429999999999996
CLI06385,32,9296.83,RJ,Orgânico,PED002524,SKU035,2025-11-05,5,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06385,32,9296.83,RJ,Orgânico,PED005695,SKU032,2025-07-11,5,Chocolate,Padrão,29.64,36.07,6.43
CLI06385,32,9296.83,RJ,Orgânico,PED005937,SKU031,2025-10-11,2,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI06385,32,9296.83,RJ,Orgânico,PED008247,SKU009,2025-08-08,5,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI06385,32,9296.83,RJ,Orgânico,PED016436,SKU020,2025-01-24,5,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI06385,32,9296.83,RJ,Orgânico,PED021122,SKU014,2025-02-23,3,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI06385,32,9296.83,RJ,Orgânico,PED022064,SKU032,2025-01-08,5,Chocolate,Padrão,29.64,36.07,6.43
CLI06385,32,9296.83,RJ,Orgânico,PED024840,SKU012,2025-09-27,3,Café,Padrão,21.24,29.1,7.860000000000003
CLI06385,32,9296.83,RJ,Orgânico,PED045712,SKU043,2025-11-25,3,Chocolate,Padrão,12.3,17.05,4.75
CLI06386,25,7510.92,PR,TikTok,PED001293,SKU050,2025-12-11,3,Chocolate,Padrão,13.55,18.75,5.199999999999999
CLI06386,25,7510.92,PR,TikTok,PED002557,SKU001,2025-12-18,2,Chocolate,Fancy,36.19,101.34,65.15
CLI06386,25,7510.92,PR,TikTok,PED024681,SKU046,2025-08-14,2,Café,Fancy,28.93,92.47,63.54
CLI06386,25,7510.92,PR,TikTok,PED027452,SKU029,2025-09-30,1,Café,Fancy,19.0,46.93,27.93
CLI06386,25,7510.92,PR,TikTok,PED045411,SKU009,2025-03-23,4,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI06387,24,3875.65,RJ,TikTok,PED009327,SKU026,2025-11-13,5,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI06387,24,3875.65,RJ,TikTok,PED012053,SKU041,2025-01-09,2,Café,Fancy,28.04,86.55,58.51
CLI06387,24,3875.65,RJ,TikTok,PED023510,SKU028,2025-10-12,2,Café,Fancy,21.85,62.6,40.75
CLI06387,24,3875.65,RJ,TikTok,PED045334,SKU029,2025-12-06,1,Café,Fancy,19.0,46.93,27.93
CLI06387,24,3875.65,RJ,TikTok,PED046925,SKU047,2025-03-06,5,Vinho,Padrão,20.1,24.7,4.599999999999998
CLI06388,64,7097.41,RS,Google,PED003653,SKU041,2025-12-17,2,Café,Fancy,28.04,86.55,58.51
CLI06388,64,7097.41,RS,Google,PED035665,SKU032,2025-01-27,3,Chocolate,Padrão,29.64,36.07,6.43
CLI06388,64,7097.41,RS,Google,PED044934,SKU012,2025-07-02,2,Café,Padrão,21.24,29.1,7.860000000000003
CLI06388,64,7097.41,RS,Google,PED045872,SKU019,2025-06-11,2,Queijo,Padrão,6.62,8.72,2.1000000000000005
CLI06389,63,5177.27,MG,Google,PED028093,SKU018,2025-03-18,2,Café,Padrão,5.9,7.71,1.8099999999999996
CLI06389,63,5177.27,MG,Google,PED032411,SKU015,2025-04-13,2,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06389,63,5177.27,MG,Google,PED032647,SKU037,2025-02-12,1,Vinho,Fancy,22.55,50.24,27.69
CLI06389,63,5177.27,MG,Google,PED044009,SKU026,2025-01-15,5,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI06389,63,5177.27,MG,Google,PED044192,SKU038,2025-07-21,1,Queijo,Fancy,41.12,86.83,45.71
CLI06389,63,5177.27,MG,Google,PED047530,SKU015,2025-12-19,1,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06390,57,3924.15,RS,Google,PED007383,SKU036,2025-07-06,5,Queijo,Padrão,8.56,10.97,2.41
CLI06390,57,3924.15,RS,Google,PED018760,SKU013,2025-06-02,2,Café,Padrão,13.05,16.27,3.219999999999999
CLI06390,57,3924.15,RS,Google,PED021024,SKU026,2025-03-22,4,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI06390,57,3924.15,RS,Google,PED024470,SKU030,2025-04-04,2,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI06390,57,3924.15,RS,Google,PED032415,SKU006,2025-07-11,2,Queijo,Padrão,24.85,33.3,8.449999999999996
CLI06391,29,6281.82,SP,Instagram,PED005157,SKU011,2025-05-03,1,Queijo,Fancy,29.61,95.33,65.72
CLI06391,29,6281.82,SP,Instagram,PED016390,SKU037,2025-01-03,2,Vinho,Fancy,22.55,50.24,27.69
CLI06391,29,6281.82,SP,Instagram,PED023576,SKU034,2025-12-17,3,Café,Padrão,28.01,34.38,6.370000000000001
CLI06391,29,6281.82,SP,Instagram,PED024148,SKU005,2025-03-27,3,Café,Padrão,8.25,10.54,2.289999999999999
CLI06391,29,6281.82,SP,Instagram,PED031011,SKU049,2025-04-12,2,Café,Fancy,31.37,77.62,46.25
CLI06391,29,6281.82,SP,Instagram,PED031940,SKU011,2025-09-01,1,Queijo,Fancy,29.61,95.33,65.72
CLI06391,29,6281.82,SP,Instagram,PED037995,SKU016,2025-06-22,1,Vinho,Fancy,44.92,112.37,67.45
CLI06392,30,5158.76,MG,TikTok,PED006429,SKU037,2025-06-30,2,Vinho,Fancy,22.55,50.24,27.69
CLI06392,30,5158.76,MG,TikTok,PED009882,SKU039,2025-06-19,1,Queijo,Fancy,37.03,128.84,91.81
CLI06392,30,5158.76,MG,TikTok,PED017024,SKU037,2025-10-07,2,Vinho,Fancy,22.55,50.24,27.69
CLI06392,30,5158.76,MG,TikTok,PED023773,SKU036,2025-11-09,2,Queijo,Padrão,8.56,10.97,2.41
CLI06392,30,5158.76,MG,TikTok,PED031368,SKU008,2025-05-12,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06392,30,5158.76,MG,TikTok,PED038944,SKU005,2025-11-06,5,Café,Padrão,8.25,10.54,2.289999999999999
CLI06392,30,5158.76,MG,TikTok,PED046312,SKU021,2025-02-04,2,Queijo,Fancy,34.11,92.27,58.16
CLI06393,60,14933.91,PR,Orgânico,PED006152,SKU015,2025-06-23,2,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06393,60,14933.91,PR,Orgânico,PED013249,SKU024,2025-01-26,3,Café,Padrão,22.37,29.42,7.050000000000001
CLI06393,60,14933.91,PR,Orgânico,PED032427,SKU003,2025-09-20,3,Café,Padrão,28.73,37.16,8.429999999999996
CLI06393,60,14933.91,PR,Orgânico,PED033127,SKU019,2025-02-25,2,Queijo,Padrão,6.62,8.72,2.1000000000000005
CLI06393,60,14933.91,PR,Orgânico,PED033664,SKU043,2025-07-02,4,Chocolate,Padrão,12.3,17.05,4.75
CLI06393,60,14933.91,PR,Orgânico,PED041391,SKU045,2025-09-13,2,Queijo,Fancy,23.07,70.64,47.57
CLI06394,34,6136.33,PE,Instagram,PED001272,SKU029,2025-10-07,1,Café,Fancy,19.0,46.93,27.93
CLI06394,34,6136.33,PE,Instagram,PED007358,SKU017,2025-08-24,1,Café,Fancy,49.65,128.55,78.9
CLI06394,34,6136.33,PE,Instagram,PED011282,SKU011,2025-09-19,2,Queijo,Fancy,29.61,95.33,65.72
CLI06394,34,6136.33,PE,Instagram,PED020637,SKU009,2025-11-14,3,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI06394,34,6136.33,PE,Instagram,PED032359,SKU045,2025-12-02,2,Queijo,Fancy,23.07,70.64,47.57
CLI06394,34,6136.33,PE,Instagram,PED042404,SKU028,2025-06-13,1,Café,Fancy,21.85,62.6,40.75
CLI06395,34,7427.13,PE,Instagram,PED000483,SKU028,2025-09-27,2,Café,Fancy,21.85,62.6,40.75
CLI06395,34,7427.13,PE,Instagram,PED009318,SKU045,2025-07-22,2,Queijo,Fancy,23.07,70.64,47.57
CLI06395,34,7427.13,PE,Instagram,PED027691,SKU049,2025-10-10,2,Café,Fancy,31.37,77.62,46.25
CLI06395,34,7427.13,PE,Instagram,PED031306,SKU008,2025-11-26,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06395,34,7427.13,PE,Instagram,PED041398,SKU019,2025-04-24,3,Queijo,Padrão,6.62,8.72,2.1000000000000005
CLI06395,34,7427.13,PE,Instagram,PED043211,SKU028,2025-11-17,1,Café,Fancy,21.85,62.6,40.75
CLI06395,34,7427.13,PE,Instagram,PED047474,SKU029,2025-07-20,1,Café,Fancy,19.0,46.93,27.93
CLI06396,53,11873.87,RS,Google,PED001455,SKU004,2025-03-11,3,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI06396,53,11873.87,RS,Google,PED017770,SKU004,2025-06-07,4,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI06396,53,11873.87,RS,Google,PED025773,SKU025,2025-09-09,2,Chocolate,Padrão,7.36,9.23,1.87
CLI06396,53,11873.87,RS,Google,PED032280,SKU031,2025-11-11,5,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI06396,53,11873.87,RS,Google,PED036216,SKU033,2025-06-27,3,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI06396,53,11873.87,RS,Google,PED036797,SKU036,2025-12-04,5,Queijo,Padrão,8.56,10.97,2.41
CLI06396,53,11873.87,RS,Google,PED042962,SKU023,2025-02-13,2,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI06397,38,5676.34,PE,Orgânico,PED003352,SKU011,2025-01-13,1,Queijo,Fancy,29.61,95.33,65.72
CLI06397,38,5676.34,PE,Orgânico,PED008457,SKU040,2025-01-02,4,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI06397,38,5676.34,PE,Orgânico,PED017374,SKU040,2025-02-14,4,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI06397,38,5676.34,PE,Orgânico,PED022510,SKU015,2025-10-11,2,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06397,38,5676.34,PE,Orgânico,PED029009,SKU046,2025-07-25,2,Café,Fancy,28.93,92.47,63.54
CLI06397,38,5676.34,PE,Orgânico,PED029448,SKU014,2025-08-07,5,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI06397,38,5676.34,PE,Orgânico,PED030317,SKU030,2025-08-26,5,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI06397,38,5676.34,PE,Orgânico,PED032962,SKU019,2025-10-04,5,Queijo,Padrão,6.62,8.72,2.1000000000000005
CLI06397,38,5676.34,PE,Orgânico,PED035316,SKU042,2025-03-17,4,Café,Padrão,22.14,29.93,7.789999999999999
CLI06397,38,5676.34,PE,Orgânico,PED039331,SKU012,2025-07-04,2,Café,Padrão,21.24,29.1,7.860000000000003
CLI06397,38,5676.34,PE,Orgânico,PED040064,SKU031,2025-12-31,2,Queijo,Padrão,14.02,17.8,3.780000000000001
CLI06397,38,5676.34,PE,Orgânico,PED045120,SKU023,2025-12-02,5,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI06398,25,6111.08,SC,TikTok,PED002107,SKU011,2025-08-13,1,Queijo,Fancy,29.61,95.33,65.72
CLI06398,25,6111.08,SC,TikTok,PED006056,SKU041,2025-02-07,2,Café,Fancy,28.04,86.55,58.51
CLI06398,25,6111.08,SC,TikTok,PED016761,SKU046,2025-12-20,1,Café,Fancy,28.93,92.47,63.54
CLI06398,25,6111.08,SC,TikTok,PED023089,SKU048,2025-08-02,1,Chocolate,Fancy,32.15,97.58,65.43
CLI06398,25,6111.08,SC,TikTok,PED025848,SKU010,2025-01-27,1,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI06398,25,6111.08,SC,TikTok,PED035479,SKU037,2025-04-04,1,Vinho,Fancy,22.55,50.24,27.69
CLI06398,25,6111.08,SC,TikTok,PED039985,SKU038,2025-01-06,1,Queijo,Fancy,41.12,86.83,45.71
CLI06398,25,6111.08,SC,TikTok,PED042190,SKU034,2025-06-03,2,Café,Padrão,28.01,34.38,6.370000000000001
CLI06398,25,6111.08,SC,TikTok,PED043815,SKU048,2025-10-02,1,Chocolate,Fancy,32.15,97.58,65.43
CLI06398,25,6111.08,SC,TikTok,PED045174,SKU045,2025-05-28,2,Queijo,Fancy,23.07,70.64,47.57
CLI06399,22,4708.26,BA,Instagram,PED013938,SKU001,2025-09-27,1,Chocolate,Fancy,36.19,101.34,65.15
CLI06399,22,4708.26,BA,Instagram,PED029011,SKU043,2025-06-11,3,Chocolate,Padrão,12.3,17.05,4.75
CLI06401,33,2962.01,PR,Instagram,PED011051,SKU016,2025-09-19,1,Vinho,Fancy,44.92,112.37,67.45
CLI06401,33,2962.01,PR,Instagram,PED042727,SKU016,2025-10-28,2,Vinho,Fancy,44.92,112.37,67.45
CLI06402,53,7778.28,RS,Google,PED006744,SKU012,2025-06-13,3,Café,Padrão,21.24,29.1,7.860000000000003
CLI06402,53,7778.28,RS,Google,PED029104,SKU035,2025-12-30,2,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06402,53,7778.28,RS,Google,PED037271,SKU012,2025-10-24,4,Café,Padrão,21.24,29.1,7.860000000000003
CLI06403,45,6578.2,RS,Instagram,PED007736,SKU037,2025-02-16,1,Vinho,Fancy,22.55,50.24,27.69
CLI06403,45,6578.2,RS,Instagram,PED032663,SKU023,2025-07-02,2,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI06403,45,6578.2,RS,Instagram,PED038756,SKU020,2025-05-18,5,Vinho,Padrão,13.27,18.56,5.289999999999999
CLI06403,45,6578.2,RS,Instagram,PED046652,SKU022,2025-11-11,3,Vinho,Padrão,24.91,33.34,8.430000000000003
CLI06404,46,8690.8,PE,TikTok,PED011654,SKU007,2025-06-21,5,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI06404,46,8690.8,PE,TikTok,PED036769,SKU047,2025-08-14,2,Vinho,Padrão,20.1,24.7,4.599999999999998
CLI06404,46,8690.8,PE,TikTok,PED041792,SKU025,2025-10-12,3,Chocolate,Padrão,7.36,9.23,1.87
CLI06404,46,8690.8,PE,TikTok,PED043110,SKU023,2025-03-14,2,Vinho,Padrão,18.37,23.98,5.609999999999999
CLI06405,64,9877.07,PE,TikTok,PED011389,SKU049,2025-05-12,2,Café,Fancy,31.37,77.62,46.25
CLI06405,64,9877.07,PE,TikTok,PED014052,SKU004,2025-01-10,3,Vinho,Padrão,15.7,20.26,4.560000000000002
CLI06405,64,9877.07,PE,TikTok,PED025079,SKU032,2025-10-04,5,Chocolate,Padrão,29.64,36.07,6.43
CLI06405,64,9877.07,PE,TikTok,PED033617,SKU032,2025-12-26,3,Chocolate,Padrão,29.64,36.07,6.43
CLI06405,64,9877.07,PE,TikTok,PED038684,SKU022,2025-10-17,3,Vinho,Padrão,24.91,33.34,8.430000000000003
CLI06406,29,5473.0,PR,Instagram,PED001915,SKU021,2025-01-29,2,Queijo,Fancy,34.11,92.27,58.16
CLI06406,29,5473.0,PR,Instagram,PED003541,SKU039,2025-04-17,2,Queijo,Fancy,37.03,128.84,91.81
CLI06406,29,5473.0,PR,Instagram,PED007811,SKU016,2025-07-05,1,Vinho,Fancy,44.92,112.37,67.45
CLI06406,29,5473.0,PR,Instagram,PED022656,SKU001,2025-10-03,1,Chocolate,Fancy,36.19,101.34,65.15
CLI06406,29,5473.0,PR,Instagram,PED033791,SKU003,2025-07-30,5,Café,Padrão,28.73,37.16,8.429999999999996
CLI06406,29,5473.0,PR,Instagram,PED044874,SKU044,2025-07-23,1,Café,Fancy,33.82,116.07,82.25
CLI06406,29,5473.0,PR,Instagram,PED048190,SKU035,2025-10-15,3,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06407,54,9353.14,RJ,Google,PED004551,SKU050,2025-12-20,2,Chocolate,Padrão,13.55,18.75,5.199999999999999
CLI06407,54,9353.14,RJ,Google,PED011341,SKU026,2025-03-23,5,Vinho,Padrão,17.76,22.58,4.819999999999997
CLI06407,54,9353.14,RJ,Google,PED018308,SKU027,2025-05-03,3,Queijo,Padrão,16.11,20.55,4.440000000000001
CLI06407,54,9353.14,RJ,Google,PED034375,SKU048,2025-10-20,2,Chocolate,Fancy,32.15,97.58,65.43
CLI06408,47,7672.9,SP,Instagram,PED026252,SKU035,2025-09-03,4,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06408,47,7672.9,SP,Instagram,PED034899,SKU035,2025-01-05,5,Vinho,Padrão,25.3,32.16,6.859999999999996
CLI06409,40,3783.97,MG,Google,PED019307,SKU034,2025-11-19,4,Café,Padrão,28.01,34.38,6.370000000000001
CLI06409,40,3783.97,MG,Google,PED026559,SKU040,2025-10-26,5,Chocolate,Padrão,12.65,17.56,4.909999999999998
CLI06409,40,3783.97,MG,Google,PED032751,SKU043,2025-05-31,2,Chocolate,Padrão,12.3,17.05,4.75
CLI06409,40,3783.97,MG,Google,PED041531,SKU045,2025-03-26,2,Queijo,Fancy,23.07,70.64,47.57
CLI06409,40,3783.97,MG,Google,PED042210,SKU017,2025-02-05,2,Café,Fancy,49.65,128.55,78.9
CLI06409,40,3783.97,MG,Google,PED047146,SKU050,2025-04-04,3,Chocolate,Padrão,13.55,18.75,5.199999999999999
CLI06410,33,6049.56,PR,Instagram,PED031131,SKU037,2025-09-30,1,Vinho,Fancy,22.55,50.24,27.69
CLI06411,31,6492.24,SC,Instagram,PED007190,SKU015,2025-03-21,2,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06411,31,6492.24,SC,Instagram,PED014951,SKU046,2025-02-25,1,Café,Fancy,28.93,92.47,63.54
CLI06411,31,6492.24,SC,Instagram,PED032389,SKU048,2025-09-05,2,Chocolate,Fancy,32.15,97.58,65.43
CLI06411,31,6492.24,SC,Instagram,PED037595,SKU045,2025-04-08,1,Queijo,Fancy,23.07,70.64,47.57
CLI06411,31,6492.24,SC,Instagram,PED047999,SKU011,2025-01-04,2,Queijo,Fancy,29.61,95.33,65.72
CLI06412,27,6792.54,SP,Instagram,PED012479,SKU016,2025-04-02,1,Vinho,Fancy,44.92,112.37,67.45
CLI06412,27,6792.54,SP,Instagram,PED027836,SKU008,2025-07-02,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06412,27,6792.54,SP,Instagram,PED034151,SKU046,2025-01-20,1,Café,Fancy,28.93,92.47,63.54
CLI06412,27,6792.54,SP,Instagram,PED037582,SKU007,2025-08-26,3,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI06412,27,6792.54,SP,Instagram,PED038103,SKU014,2025-05-07,4,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI06412,27,6792.54,SP,Instagram,PED048855,SKU021,2025-11-09,2,Queijo,Fancy,34.11,92.27,58.16
CLI06413,24,1582.86,SP,Instagram,PED009689,SKU038,2025-10-22,2,Queijo,Fancy,41.12,86.83,45.71
CLI06414,62,4900.35,PE,Orgânico,PED007576,SKU043,2025-10-15,2,Chocolate,Padrão,12.3,17.05,4.75
CLI06414,62,4900.35,PE,Orgânico,PED042196,SKU034,2025-02-06,2,Café,Padrão,28.01,34.38,6.370000000000001
CLI06415,69,12288.83,RJ,Google,PED024328,SKU008,2025-05-19,1,Queijo,Fancy,19.92,44.93,25.009999999999998
CLI06416,54,7251.93,SC,Orgânico,PED007648,SKU030,2025-09-16,5,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI06416,54,7251.93,SC,Orgânico,PED012321,SKU036,2025-01-24,2,Queijo,Padrão,8.56,10.97,2.41
CLI06416,54,7251.93,SC,Orgânico,PED013520,SKU009,2025-06-08,4,Queijo,Padrão,11.4,14.19,2.789999999999999
CLI06416,54,7251.93,SC,Orgânico,PED016630,SKU007,2025-03-24,3,Chocolate,Padrão,10.68,13.22,2.540000000000001
CLI06416,54,7251.93,SC,Orgânico,PED020738,SKU049,2025-06-04,2,Café,Fancy,31.37,77.62,46.25
CLI06416,54,7251.93,SC,Orgânico,PED045339,SKU014,2025-07-29,5,Chocolate,Padrão,19.99,27.88,7.890000000000001
CLI06416,54,7251.93,SC,Orgânico,PED045415,SKU030,2025-10-27,2,Chocolate,Padrão,21.01,27.55,6.539999999999999
CLI06417,46,8372.54,SP,Orgânico,PED027313,SKU033,2025-09-14,2,Vinho,Padrão,25.99,33.35,7.360000000000003
CLI06418,20,2642.42,SC,TikTok,PED001259,SKU049,2025-09-05,2,Café,Fancy,31.37,77.62,46.25
CLI06418,20,2642.42,SC,TikTok,PED003783,SKU029,2025-04-19,2,Café,Fancy,19.0,46.93,27.93
CLI06418,20,2642.42,SC,TikTok,PED006663,SKU011,2025-07-02,2,Queijo,Fancy,29.61,95.33,65.72
CLI06418,20,2642.42,SC,TikTok,PED008418,SKU017,2025-11-23,2,Café,Fancy,49.65,128.55,78.9
CLI06418,20,2642.42,SC,TikTok,PED022116,SKU010,2025-11-08,1,Chocolate,Fancy,22.36,48.84,26.480000000000004
CLI06418,20,2642.42,SC,TikTok,PED031633,SKU003,2025-06-23,5,Café,Padrão,28.73,37.16,8.429999999999996
CLI06419,32,5631.09,MG,TikTok,PED007947,SKU025,2025-03-14,3,Chocolate,Padrão,7.36,9.23,1.87
CLI06419,32,5631.09,MG,TikTok,PED018406,SKU015,2025-05-14,1,Queijo,Fancy,27.02,70.79,43.77000000000001
CLI06419,32,5631.09,MG,TikTok,PED041207,SKU023,2025-11-27,2,Vinho,Padrão,18.37,23.98,5.609999999999999
